,lemma,original_form,tag
20976,likeness,likenesses,NC-P-N-
20977,liking,likings,NC-P-N-
20978,Lilos,Lilos,NPUU-N-
20979,Lilos,Lilos,GNUU3---
20980,lilting,lilting,AP-N-
20981,lilt,lilts,NC-P-N-
20982,lily,lilies,NC-P-N-
20983,limb,limbs,NC-P-N4
20984,limber,limbered,VP---ASA-N-N-
20985,*,limbering,ZN-S3-PP----
20986,limber,limbering,VP---PSA-N-N-
20987,limb,limbs,GN-P3---
20988,limber,limbers,VI-S3PSA-N-N-
20989,limbo,limbos,NC-P-N-
20990,limbo,limbos,GN-P3D--
20991,lime,limes,NC-P-N-
20992,lime,limes,GN-P3---
20993,limerick,limericks,NC-P-N-
20994,limestone,limestones,NC-P-N2
20995,limey,limeys,NC-P-N-
20996,limit,limited,VP---ASA-N-N5
20997,limit,limiting,VP---PSA-N-N5
20998,limit,limits,NC-P-N5
20999,limitation,limitations,NC-P-N4
21000,limiter,limiters,NC-P-N-
21001,limousine,limousines,NC-P-N-
21002,limp,limped,VP---ASA-N-N-
21003,*,limping,ZN-S3-PP----
21004,limp,limping,VP---PSA-N-N-
21005,limp,limps,VI-S3PSA-N-N-
21006,limpet,limpets,NC-P-N-
21007,linchpin,linchpins,NC-P-N-
21008,linctus,linctuses,NC-P-N-
21009,line,lined,VP---ASA-N-N4
21010,line,lines,NC-P-N4
21011,line,lining,VP---PSA-N-N4
21012,lineage,lineages,NC-P-N-
21013,lineage,lineages,GN-P3---
21014,lineman,linemen,NC-P-N-
21015,linen,linens,NC-P-N3
21016,liner,liners,NC-P-N-
21017,linesman,linesmen,NC-P-N-
21018,lineup,lineups,NC-P-N-
21019,line-up,line-ups,NC-P-N-
21020,linger,lingered,VP---ASA-N-N2
21021,*,lingering,ZN-S3-PP----
21022,linger,lingering,VP---PSA-N-N2
21023,line,lines,GN-P3D--
21024,linger,lingers,VI-S3PSA-N-N2
21025,lingo,lingoes,NC-P-N-
21026,lingo,lingoes,GN-P3D--
21027,linguist,linguists,NC-P-N-
21028,linguistics,linguistics,NC-S-N-
21029,liniment,liniments,NC-P-N-
21030,lining,linings,NC-P-N-
21031,link,linked,VP---ASA-N-N5
21032,link,linking,VP---PSA-N-N5
21033,link,links,NC-P-N5
21034,linkage,linkages,NC-P-N-
21035,link,link-ups,NC-S-N5
21036,link,link-ups,GN-S3---
21037,linos,linos,NC-P-N-
21038,linoleum,linoleums,NC-P-N-
21039,linseed,linseeds,NC-P-N-
21040,lintel,lintels,NC-P-N-
21041,lion,lions,NC-P-N4
21042,lioness,lionesses,NC-P-N-
21043,lip,lips,NC-P-N5
21044,lip,lips,GN-P3---
21045,lipid,lipids,NC-P-N-
21046,lipid,lipids,GN-P3---
21047,liposuction,liposuctions,NC-P-N-
21048,liposuction,liposuctions,GN-P3---
21049,lip,lip-reading,NC-S-N5
21050,lip,lip-reads,NC-S-N5
21051,lip,lip-readings,NC-S-N5
21052,lipstick,lipsticks,NC-P-N-
21053,*,liquefied,ZA----PA----
21054,liquefy,liquefied,VP---ASA-N-N-
21055,liquefy,liquefies,VI-S3PSA-N-N-
21056,liquefy,liquefying,VP---PSA-N-N-
21057,liqueur,liqueurs,NC-P-N-
21058,liquid,liquids,NC-P-N3
21059,*,liquidated,ZA----PA----
21060,liquidate,liquidated,VP---ASA-N-N-
21061,liquidate,liquidates,VI-S3PSA-N-N-
21062,liquidate,liquidating,VP---PSA-N-N-
21063,liquidation,liquidations,NC-P-N-
21064,liquidator,liquidators,NC-P-N-
21065,*,liquidised,ZA----PA----
21066,liquidise,liquidised,VP---ASA-N-N-
21067,liquidise,liquidises,VI-S3PSA-N-N-
21068,liquidise,liquidising,VP---PSA-N-N-
21069,liquidize,liquidized,VP---ASA-N-N-
21070,liquidize,liquidizes,VI-S3PSA-N-N-
21071,liquidize,liquidizing,VP---PSA-N-N-
21072,liquidizer,liquidizers,NC-P-N-
21073,liquidizer,liquidizers,GN-P3D--
21074,liquor,liquors,NC-P-N-
21075,liquorice,liquorices,NC-P-N-
21076,lira,lire,NC-P-N-
21077,lira,lire,GN-P3---
21078,lisp,lisped,VP---ASA-N-N-
21079,lisp,lisping,VP---PSA-N-N-
21080,lisp,lisps,NC-P-N-
21081,list,listed,VP---ASA-N-N5
21082,listing,listing,NC-S-N-
21083,list,lists,NC-P-N5
21084,listen,listened,VP---ASA-N-N5
21085,*,listening,ZN-S3-PP----
21086,listen,listening,VP---PSA-N-N5
21087,listen,listens,VI-S3PSA-N-N5
21088,listener,listeners,NC-P-N3
21089,lister,listers,NC-P-N-
21090,listeria,listerias,NC-P-N-
21091,listing,listings,NC-P-N-
21092,litany,litanies,NC-P-N-
21093,litany,litanies,GN-P3---
21094,liter,liters,NC-P-N-
21095,literacy,literacies,NC-P-N3
21096,literal,literals,NC-P-N-
21097,literature,literatures,NC-P-N5
21098,literature,literatures,GN-P3---
21099,Lithuanian,Lithuanians,NC-P-N-
21100,litigant,litigants,NC-P-N-
21101,*,litigated,ZA----PA----
21102,litigate,litigated,VP---ASA-N-N-
21103,lisp,lisps,GN-P3D--
21104,litigate,litigates,VI-S3PSA-N-N-
21105,litigate,litigating,VP---PSA-N-N-
21106,litigation,litigations,NC-P-N1
21107,litigator,litigators,NC-P-N-
21108,litre,litres,NC-P-N3
21109,litter,littered,VP---ASA-N-N-
21110,litter,littering,VP---PSA-N-N-
21111,litter,litters,NC-P-N-
21112,litterbug,litterbugs,NC-P-N-
21113,least,least,ENQPN6
21114,little,less,QP-SCN5
21115,little,littler,AC-N5
21116,little,littler,GA------
21117,little,littlest,AS-N5
21118,little,littlest,GA------
21119,liturgy,liturgies,NC-P-N-
21120,live,lived,VP---ASA-N-N4
21121,liver,liver,NC-S-N4
21122,life,lives,NC-P-N7
21123,live,living,VP---PSA-N-N4
21124,livelihood,livelihoods,NC-P-N-
21125,livelihood,livelihoods,GN-P3D--
21126,lively,livelier,AC-N4
21127,lively,livelier,GA------
21128,lively,liveliest,AS-N4
21129,lively,liveliest,GA------
21130,liven,livened,VP---ASA-N-N-
21131,*,livening,ZN-S3-PP----
21132,liven,livening,VP---PSA-N-N-
21133,liturgy,liturgies,GN-P3---
21134,liven,livens,VI-S3PSA-N-N-
21135,liver,livers,NC-P-N4
21136,liver,livers,GN-P3D--
21137,livery,liveries,NC-P-N-
21138,livery,liveries,GN-P3---
21139,living,livings,NC-P-N4
21140,lizard,lizards,NC-P-N-
21141,llama,llamas,NC-P-N-
21142,load,loaded,VP---ASA-N-N4
21143,loading,loading,NC-S-N-
21144,load,loads,NC-P-N4
21145,loader,loaders,NC-P-N-
21146,loading,loadings,NC-P-N-
21147,loaf,loaves,NC-P-N-
21148,loafer,loafers,NC-P-N-
21149,loamy,loamier,AC-N-
21150,loamy,loamier,GA------
21151,loan,loaned,VP---ASA-N-N5
21152,loan,loaning,VP---PSA-N-N5
21153,loan,loans,NC-P-N5
21154,*,loathed,ZA----PA----
21155,loathe,loathed,VP---ASA-N-N-
21156,loan,loans,GN-P3D--
21157,loathe,loathes,VI-S3PSA-N-N-
21158,loathe,loathing,VP---PSA-N-N-
21159,lob,lobbed,VP---ASA-N-N-
21160,*,lobbing,ZN-S3-PP----
21161,lob,lobbing,VP---PSA-N-N-
21162,lob,lobs,VI-S3PSA-N-N-
21163,lobby,lobbied,VP---ASA-N-N3
21164,lobby,lobbies,NC-P-N3
21165,lobby,lobbying,VP---PSA-N-N3
21166,lobbyist,lobbyists,NC-P-N-
21167,lobbyist,lobbyists,GN-P3---
21168,lobotomy,lobotomies,NC-P-N-
21169,lobster,lobsters,NC-P-N-
21170,local,locals,NC-P-N4
21171,locale,locales,NC-P-N-
21172,localised,localised,AP-N-
21173,localised,localised,GA------
21174,lobby,lobbies,GN-P3D--
21175,localise,localises,VI-S3PSA-N-N-
21176,localise,localising,VP---PSA-N-N-
21177,localism,localisms,NC-P-N-
21178,localist,localists,NC-P-N-
21179,locality,localities,NC-P-N3
21180,localized,localized,AP-N-
21181,localized,localized,GA------
21182,localize,localizes,VI-S3PSA-N-N-
21183,localize,localizing,VP---PSA-N-N-
21184,locate,located,VP---ASA-N-N5
21185,locate,locates,VI-S3PSA-N-N5
21186,locate,locating,VP---PSA-N-N5
21187,location,locations,NC-P-N5
21188,locator,locators,NC-P-N-
21189,loch,lochs,NC-P-N-
21190,lock,locked,VP---ASA-N-N4
21191,lock,locking,VP---PSA-N-N4
21192,lock,locks,NC-P-N4
21193,locker,lockers,NC-P-N-
21194,locket,lockets,NC-P-N-
21195,lockout,lockouts,NC-P-N-
21196,lock-out,lock-outs,NC-P-N-
21197,locksmith,locksmiths,NC-P-N-
21198,lockup,lockups,NC-P-N-
21199,locomotive,locomotives,NC-P-N3
21200,locum,locums,NC-P-N-
21201,locus,locuses,NC-P-N-
21202,locust,locusts,NC-P-N-
21203,lode,lodes,NC-P-N-
21204,*,lodged,ZA----PA----
21205,lodge,lodged,VP---ASA-N-N3
21206,lode,lodes,GN-P3---
21207,lodge,lodges,VI-S3PSA-N-N3
21208,lodge,lodging,VP---PSA-N-N3
21209,lodger,lodgers,NC-P-N-
21210,lodging,lodgings,NC-P-N-
21211,loft,lofts,NC-P-N-
21212,loft,lofts,GN-P3---
21213,log,logged,VP---ASA-N-N4
21214,logging,logging,NC-S-N-
21215,log,logs,NC-P-N4
21216,loganberry,loganberries,NC-P-N-
21217,logarithm,logarithms,NC-P-N-
21218,logbook,logbooks,NC-P-N-
21219,logger,loggers,NC-P-N-
21220,loggerhead,loggerheads,NC-P-N-
21221,logic,logics,NC-P-N4
21222,logician,logicians,NC-P-N-
21223,login,logins,NC-P-N-
21224,log,log-ins,NC-S-N4
21225,logistics,logistics,NC-S-N-
21226,Logistician,Logisticians,NC-P-N-
21227,logo,logos,NC-P-N-
21228,loin,loins,NC-P-N-
21229,loincloth,loincloths,NC-P-N-
21230,loiter,loitered,VP---ASA-N-N-
21231,*,loitering,ZN-S3-PP----
21232,loiter,loitering,VP---PSA-N-N-
21233,loiter,loiters,VI-S3PSA-N-N-
21234,loll,lolled,VP---ASA-N-N-
21235,*,lolling,ZN-S3-PP----
21236,loll,lolling,VP---PSA-N-N-
21237,loll,lolls,VI-S3PSA-N-N-
21238,lollipop,lollipops,NC-P-N-
21239,lollipop,lollipops,GN-P3D--
21240,lolly,lollies,NC-P-N-
21241,Londoner,Londoners,NC-P-N-
21242,loner,loner,NC-S-N-
21243,lonely,lonelier,AC-N4
21244,lonely,lonelier,GA------
21245,lonely,loneliest,AS-N4
21246,loner,loners,NC-P-N-
21247,long,longed,VP---ASA-N-N4
21248,long,longer,AC-N4
21249,long,longest,AS-N4
21250,longing,longing,NC-S-N-
21251,long,longs,VI-S3PSA-N-N4
21252,longevity,longevities,NC-P-N-
21253,longevity,longevities,GN-P3---
21254,longing,longings,NC-P-N-
21255,longitude,longitudes,NC-P-N-
21256,long,longer-lasting,AC-N4
21257,long,longest-lasting,AS-N4
21258,long,longer-lived,AC-N4
21259,long,longest-lived,AS-N4
21260,long,longest-running,AS-N4
21261,longshoreman,longshoremen,NC-P-N-
21262,longer,longer-term,ENTPN-
21263,longer,longer-term,GET--T--
21264,loo,loos,NC-P-N-
21265,loofah,loofahs,NC-P-N-
21266,look,looked,VP---ASA-N-N6
21267,looking,looking,NC-S-N-
21268,look,looks,NC-P-N6
21269,lookalike,lookalikes,NC-P-N-
21270,look-alikes,look-alikes,K--
21271,looker,lookers,NC-P-N-
21272,looker,lookers-on,NC-P-N-
21273,looking,looking-glasses,NC-S-N-
21274,lookout,lookouts,NC-P-N-
21275,look,look-outs,NC-S-N6
21276,lookup,lookups,NC-P-N-
21277,look,look-ups,NC-S-N6
21278,loom,loomed,VP---ASA-N-N-
21279,loom,looming,VP---PSA-N-N-
21280,loom,looms,NC-P-N-
21281,loon,loons,NC-P-N-
21282,loony,loonies,NC-P-N-
21283,loony,loonies,GN-P3---
21284,loop,looped,VP---ASA-N-N3
21285,loop,looping,VP---PSA-N-N3
21286,loop,loops,NC-P-N3
21287,loophole,loopholes,NC-P-N-
21288,loose,loosed,VP---ASA-N-N4
21289,looser,looser,NC-S-N-
21290,looser,looser,GN-S3D--
21291,loose,looses,VI-S3PSA-N-N4
21292,loose,loosest,AS-N4
21293,loose,loosest,GA------
21294,loose,loosing,VP---PSA-N-N4
21295,loosen,loosened,VP---ASA-N-N-
21296,*,loosening,ZN-S3-PP----
21297,loosen,loosening,VP---PSA-N-N-
21298,loosen,loosens,VI-S3PSA-N-N-
21299,loot,looted,VP---ASA-N-N-
21300,*,looting,ZN-S3-PP----
21301,loot,looting,VP---PSA-N-N-
21302,loot,loots,VI-S3PSA-N-N-
21303,looter,looters,NC-P-N-
21304,lop,lopped,VP---ASA-N-N-
21305,*,lopping,ZN-S3-PP----
21306,lop,lopping,VP---PSA-N-N-
21307,looter,looters,GN-P3D--
21308,lop,lops,VI-S3PSA-N-N-
21309,lope,loped,VP---ASA-N-N-
21310,lope,lopes,VI-S3PSA-N-N-
21311,lope,loping,VP---PSA-N-N-
21312,lord,lords,NC-P-N5
21313,lord,lords,GN-P3---
21314,lordly,lordlier,AC-N-
21315,lordly,lordlier,GA------
21316,lordly,lordliest,AS-N-
21317,Lordship,Lordships,NR-P-N-
21318,lorry,lorries,NC-P-N4
21319,lorry,lorries,GN-P3---
21320,lose,loses,VI-S3PSA-N-N6
21321,lose,losing,VP---PSA-N-N6
21322,lost,lost,AP-N4
21323,loser,losers,NC-P-N-
21324,loss,losses,NC-P-N6
21325,lot,lots,NC-P-N6
21326,lotion,lotions,NC-P-N-
21327,lottery,lotteries,NC-P-N-
21328,lotus,lotuses,NC-P-N-
21329,lotus,lotus-eaters,NC-S-N-
21330,loud,louder,AC-N3
21331,loud,loudest,AS-N3
21332,loudhailer,loudhailers,NC-P-N-
21333,loudmouth,loudmouths,NC-P-N-
21334,loudness,loudnesses,NC-P-N-
21335,loudspeaker,loudspeakers,NC-P-N-
21336,lounge,lounged,VP---ASA-N-N4
21337,lounge,lounges,NC-P-N4
21338,lounge,lounging,VP---PSA-N-N4
21339,louse,lice,NC-P-N-
21340,louse,lice,GN-P3---
21341,louse,louses,NC-P-N-
21342,louse,louses,GN-P3---
21343,lout,louts,NC-P-N-
21344,louver,louvers,NC-P-N-
21345,louvre,louvres,NC-P-N-
21346,love,loved,VP---ASA-N-N6
21347,love,loves,NC-P-N6
21348,love,loves,GN-P3D--
21349,loving,loving,AP-N-
21350,love,love-affairs,NC-S-N6
21351,lovely,lovelier,AC-N5
21352,lovely,lovelier,GA------
21353,lovely,loveliest,AS-N5
21354,lover,lovers,NC-P-N4
21355,low,lower,AC-N4
21356,low,lower,GA------
21357,low,lowest,AS-N4
21358,low,lowest,GA------
21359,lounge,lounges,GN-P3D--
21360,low,lows,NC-P-N4
21361,lowdown,lowdowns,NC-P-N-
21362,low,low-downs,NC-S-N4
21363,lower,lowered,VP---ASA-N-N4
21364,*,lowering,ZN-S3-PP----
21365,lower,lowering,VP---PSA-N-N4
21366,lower,lowers,VI-S3PSA-N-N4
21367,low,lower-fat,AC-N4
21368,Lowlands,Lowlands,NP-S-N-
21369,low,lower-priced,AC-N4
21370,low,lower-priced,GA------
21371,low,lowest-priced,AS-N4
21372,low,lowest-priced,GA------
21373,low,lower-risk,AC-N4
21374,low,lower-risk,GA------
21375,loyalist,loyalists,NC-P-N-
21376,loyalty,loyalties,NC-P-N4
21377,lozenge,lozenges,NC-P-N-
21378,lubricant,lubricants,NC-P-N-
21379,*,lubricated,ZA----PA----
21380,lubricate,lubricated,VP---ASA-N-N-
21381,lubricant,lubricants,GN-P3---
21382,lubricate,lubricates,VI-S3PSA-N-N-
21383,lubricate,lubricating,VP---PSA-N-N-
21384,lubrication,lubrications,NC-P-N-
21385,lubrication,lubrications,GN-P3D--
21386,luck,lucks,NC-P-N4
21387,luck,lucks,GN-P3---
21388,lucky,luckier,AC-N5
21389,lucky,luckier,GA------
21390,lucky,luckiest,AS-N5
21391,Luddites,Luddites,NPUU-N-
21392,lug,lugged,VP---ASA-N-N-
21393,lug,lugging,VP---PSA-N-N-
21394,lug,lugs,NC-P-N-
21395,lug,lugs,GN-P3D--
21396,lull,lulled,VP---ASA-N-N-
21397,lull,lulling,VP---PSA-N-N-
21398,lull,lulls,NC-P-N-
21399,lullaby,lullabies,NC-P-N-
21400,lumber,lumbered,VP---ASA-N-N-
21401,*,lumbering,ZN-S3-PP----
21402,lumber,lumbering,VP---PSA-N-N-
21403,lumber,lumbers,VI-S3PSA-N-N-
21404,lumberjack,lumberjacks,NC-P-N-
21405,lumberyard,lumberyards,NC-P-N-
21406,Lumina,Lumina,NP-S-N-
21407,Lumina,lumina,GN-S3---
21408,luminary,luminaries,NC-P-N-
21409,luminary,luminaries,GN-P3---
21410,lump,lumped,VP---ASA-N-N4
21411,lump,lumping,VP---PSA-N-N4
21412,lump,lumps,NC-P-N4
21413,lump,lumps,GN-P3D--
21414,lunacy,lunacies,NC-P-N-
21415,lunatic,lunatics,NC-P-N-
21416,lunch,lunched,VP---ASA-N-N5
21417,lunch,lunches,NC-P-N5
21418,lunch,lunching,VP---PSA-N-N5
21419,luncheon,luncheons,NC-P-N-
21420,lunchtime,lunchtimes,NC-P-N3
21421,lung,lungs,NC-P-N4
21422,lung,lungs,GN-P3---
21423,lunge,lunges,NC-P-N-
21424,lunge,lunges,GN-P3---
21425,lunch,lunches,GN-P3D--
21426,lupin,lupins,NC-P-N-
21427,*,lurched,ZA----PA----
21428,lurch,lurched,VP---ASA-N-N-
21429,lupin,lupins,GN-P3---
21430,lurch,lurches,VI-S3PSA-N-N-
21431,lurch,lurching,VP---PSA-N-N-
21432,lure,lured,VP---ASA-N-N-
21433,lure,lures,VI-S3PSA-N-N-
21434,lure,luring,VP---PSA-N-N-
21435,lurk,lurked,VP---ASA-N-N-
21436,*,lurking,ZN-S3-PP----
21437,lurk,lurking,VP---PSA-N-N-
21438,lurk,lurks,VI-S3PSA-N-N-
21439,lust,lusts,NC-P-N-
21440,luster,lusters,NC-P-N-
21441,lustre,lustres,NC-P-N-
21442,lusty,lustier,AC-N-
21443,lusty,lustier,GA------
21444,lusty,lustiest,AS-N-
21445,lute,lutes,NC-P-N-
21446,Lutheran,Lutherans,NC-P-N-
21447,Lutheran,lutherans,GN-P3---
21448,luxuriate,luxuriated,VP---ASA-N-N-
21449,luxuriate,luxuriates,VI-S3PSA-N-N-
21450,luxuriate,luxuriating,VP---PSA-N-N-
21451,luxury,luxuries,NC-P-N2
21452,LV,LV,NCUU-n-
21453,'s,'s,WN-
21454,Lys,Lys,NP-S-N-
21455,lychee,lychees,NC-P-N-
21456,lymph,lymphs,NC-P-N-
21457,lymph,lymphs,GN-P3---
21458,lymphoma,lymphomas,NC-P-N-
21459,lymphoma,lymphomas,GN-P3---
21460,lynch,lynched,VP---ASA-N-N-
21461,lynch,lynches,VI-S3PSA-N-N-
21462,lynch,lynching,VP---PSA-N-N-
21463,lynx,lynxes,NC-P-N-
21464,lynx,lynxes,GN-P3---
21465,lyre,lyres,NC-P-N-
21466,lyric,lyrics,NC-P-N-
21467,lyricist,lyricists,NC-P-N-
21468,lysine,lysines,NC-P-N-
21469,lysine,lysines,GN-P3---
21470,ma,mas,NC-P-N-
21471,mac,macs,NC-P-N-
21472,macadamia,macadamias,NC-P-N-
21473,macaque,macaques,NC-P-N-
21474,macaroon,macaroons,NC-P-N-
21475,macaroon,macaroons,GN-P3---
21476,mace,maces,NC-P-N-
21477,mace,maces,GN-P3---
21478,machete,machetes,NC-P-N-
21479,machination,machinations,NC-P-N-
21480,machine,machined,VP---ASA-N-N6
21481,machine,machines,NC-P-N6
21482,machine,machining,VP---PSA-N-N6
21483,machine-gun,machine-guns,NC-P-N-
21484,machinery,machineries,NC-P-N4
21485,machinist,machinists,NC-P-N-
21486,macintosh,macintoshes,NC-P-N-
21487,mackerel,mackerels,NC-P-N-
21488,mackintosh,mackintoshes,NC-P-N-
21489,macro,macros,NC-P-N-
21490,macrocosm,macrocosms,NC-P-N-
21491,macrocosm,macrocosms,GN-P3---
21492,macrocycle,macrocycles,NC-P-N5
21493,macrofossil,macrofossils,NC-P-N4
21494,macrofossil,macrofossils,GN-P3---
21495,macroinvertebrate,macroinvertebrates,NC-P-N-
21496,macroinvertebrate,macroinvertebrates,GN-P3---
21497,level,macro-levels,NC-P-N2
21498,level,macro-levels,GN-P3---
21499,macromolecule,macromolecules,NC-P-N4
21500,macromolecule,macromolecules,GN-P3---
21501,macronutrient,macronutrients,NC-P-N-
21502,macronutrient,macronutrients,GN-P3---
21503,macrophage,macrophages,NC-P-N-
21504,macrophage,macrophages,GN-P3---
21505,macula,maculae,NC-P-N-
21506,macula,maculae,GN-P3---
21507,mad,madder,AC-N4
21508,mad,madder,GA------
21509,machine,machines,GN-P3D--
21510,mad,maddest,AS-N4
21511,madam,madams,NC-P-N-
21512,madden,maddened,VP---ASA-N-N-
21513,*,maddening,ZN-S3-PP----
21514,madden,maddening,VP---PSA-N-N-
21515,madden,maddens,VI-S3PSA-N-N-
21516,madhouse,madhouses,NC-P-N-
21517,madman,madmen,NC-P-N-
21518,madness,madnesses,NC-P-N-
21519,Madonnas,Madonnas,NPUU-N-
21520,madrigal,madrigals,NC-P-N-
21521,madwoman,madwomen,NC-P-N-
21522,maelstrom,maelstroms,NC-P-N-
21523,Maestri,Maestri,NPUU-N-
21524,maestro,maestros,NC-P-N-
21525,mafia,mafias,NC-P-N-
21526,mag,mags,NC-P-N-
21527,magazine,magazines,NC-P-N5
21528,Mage,Mages,NC-P-N-
21529,magenta,magentas,NC-P-N-
21530,maggot,maggots,NC-P-N-
21531,magic,magics,NC-P-N4
21532,magician,magicians,NC-P-N-
21533,magistrate,magistrates,NC-P-N4
21534,magma,magmas,NC-P-N-
21535,magnate,magnates,NC-P-N-
21536,magnesium,magnesiums,NC-P-N-
21537,magnet,magnets,NC-P-N-
21538,magnet,magnets,GN-P3---
21539,magnetise,magnetised,VP---ASA-N-N-
21540,magnetise,magnetises,VI-S3PSA-N-N-
21541,magnetise,magnetising,VP---PSA-N-N-
21542,magnetosphere,magnetospheres,NC-P-N-
21543,magnetosphere,magnetospheres,GN-P3---
21544,magnification,magnifications,NC-P-N-
21545,magnification,magnifications,GN-P3---
21546,magnify,magnified,VP---ASA-N-N-
21547,magnify,magnifies,VI-S3PSA-N-N-
21548,magnify,magnifying,VP---PSA-N-N-
21549,magnitude,magnitudes,NC-P-N3
21550,magnolia,magnolias,NC-P-N-
21551,magnum,magnums,NC-P-N-
21552,magpie,magpies,NC-P-N-
21553,maharaja,maharajas,NC-P-N-
21554,maharaja,maharajas,GN-P3---
21555,maid,maids,NC-P-N3
21556,maiden,maidens,NC-P-N-
21557,mail,mailed,VP---ASA-N-N4
21558,mailing,mailing,NC-S-N-
21559,mail,mails,NC-P-N4
21560,mailbag,mailbags,NC-P-N-
21561,mailbox,mailboxes,NC-P-N-
21562,mailer,mailers,NC-P-N-
21563,mailing,mailings,NC-P-N-
21564,mailman,mailmen,NC-P-N-
21565,mail,mail-orders,NC-S-N4
21566,maim,maimed,VP---ASA-N-N-
21567,*,maiming,ZN-S3-PP----
21568,maim,maiming,VP---PSA-N-N-
21569,maim,maims,VI-S3PSA-N-N-
21570,main,mains,NC-P-N6
21571,mainframe,mainframes,NC-P-N3
21572,mainstay,mainstays,NC-P-N-
21573,mainstay,mainstays,GN-P3---
21574,mainstream,mainstreams,NC-P-N3
21575,mainstream,mainstreams,GN-P3---
21576,maintain,maintained,VP---ASA-N-N5
21577,*,maintaining,ZN-S3-PP----
21578,maintain,maintaining,VP---PSA-N-N5
21579,maintain,maintains,VI-S3PSA-N-N5
21580,maintainer,maintainers,NC-P-N-
21581,maisonette,maisonettes,NC-P-N-
21582,majesty,majesties,NC-P-N2
21583,major,majored,VP---ASA-N-N6
21584,major,majoring,VP---PSA-N-N6
21585,majorette,majorettes,NC-P-N-
21586,majority,majorities,NC-P-N5
21587,make,made,VP---ASA-N-N2
21588,make,makes,NC-P-N2
21589,make,making,VP---PSA-N-N2
21590,makeover,makeovers,NC-P-N-
21591,maker,makers,NC-P-N4
21592,makeup,makeups,NC-P-N-
21593,make-up,make-ups,NC-P-N4
21594,make,make-weights,VF---OSA-N-N2
21595,making,makings,NC-P-N3
21596,making,makings,GN-P3D--
21597,malady,maladies,NC-P-N-
21598,maladjustment,maladjustments,NC-P-N-
21599,maladministration,maladministrations,NC-P-N-
21600,malady,maladies,NC-P-N-
21601,malaria,malarias,NC-P-N-
21602,malaria,malarias,GN-P3---
21603,malcontent,malcontents,NC-P-N-
21604,male,males,NC-P-N5
21605,malefactor,malefactors,NC-P-N-
21606,malfeasance,malfeasances,NC-P-N-
21607,malformation,malformations,NC-P-N-
21608,malfunction,malfunctioned,VP---ASA-N-N-
21609,malfunction,malfunctioning,VP---PSA-N-N-
21610,malfunction,malfunctions,NC-P-N-
21611,malign,maligned,VP---ASA-N-N-
21612,*,maligning,ZN-S3-PP----
21613,malign,maligning,VP---PSA-N-N-
21614,malfunction,malfunctions,GN-P3D--
21615,make,makes,GN-P3D--
21616,majority,majorities,GN-P3---
21617,majesty,majesties,GN-P3---
21618,malign,maligns,VI-S3PSA-N-N-
21619,malignancy,malignancies,NC-P-N-
21620,malignancy,malignancies,GN-P3D--
21621,malinger,malingered,VP---ASA-N-N-
21622,*,malingering,ZN-S3-PP----
21623,malinger,malingering,VP---PSA-N-N-
21624,malinger,malingers,VI-S3PSA-N-N-
21625,malingerer,malingerers,NC-P-N-
21626,malingerer,malingerers,GN-P3D--
21627,mall,malls,NC-P-N-
21628,mallard,mallards,NC-P-N-
21629,mallet,mallets,NC-P-N-
21630,mallet,mallets,GN-P3---
21631,malpractice,malpractices,NC-P-N-
21632,malpractice,malpractices,GN-P3---
21633,malt,malts,NC-P-N-
21634,malt,malts,GN-P3---
21635,maltreat,maltreated,VP---ASA-N-N-
21636,*,maltreating,ZN-S3-PP----
21637,maltreat,maltreating,VP---PSA-N-N-
21638,maltreat,maltreats,VI-S3PSA-N-N-
21639,mama,mamas,NC-P-N-
21640,mamba,mambas,NC-P-N-
21641,mammal,mammals,NC-P-N3
21642,mammogram,mammograms,NC-P-N-
21643,mammoth,mammoths,NC-P-N-
21644,mammoth,mammoths,GN-P3---
21645,manned,manned,AP-N-
21646,manned,manned,GA------
21647,*,manning,ZN-S3-PP----
21648,man,manning,VP---PSA-N-N7
21649,man,mans,VI-S3PSA-N-N7
21650,man,men,NC-P-N7
21651,man,men,GN-P3D--
21652,manacle,manacled,VP---ASA-N-N-
21653,manacle,manacles,NC-P-N-
21654,manacle,manacling,VP---PSA-N-N-
21655,manage,managed,VP---ASA-N-N6
21656,manacle,manacles,GN-P3D--
21657,manage,manages,VI-S3PSA-N-N6
21658,manage,managing,VP---PSA-N-N6
21659,management,managements,NC-P-N6
21660,manager,managers,NC-P-N6
21661,manageress,manageresses,NC-P-N-
21662,manatee,manatees,NC-P-N-
21663,manatee,manatees,GN-P3---
21664,mandala,mandalas,NC-P-N-
21665,mandarin,mandarins,NC-P-N-
21666,mandate,mandated,VP---ASA-N-N-
21667,mandate,mandates,NC-P-N-
21668,mandate,mandating,VP---PSA-N-N-
21669,mandolin,mandolins,NC-P-N-
21670,mandolin,mandolins,GN-P3---
21671,mandrake,mandrakes,NC-P-N-
21672,mandrel,mandrels,NC-P-N-
21673,mandate,mandates,GN-P3D--
21674,mane,manes,NC-P-N-
21675,man,man-eaters,NC-S-N7
21676,maneuver,maneuvered,VP---ASA-N-N-
21677,maneuver,maneuvering,VP---PSA-N-N-
21678,maneuver,maneuvers,NC-P-N-
21679,maneuver,maneuvers,GN-P3D--
21680,manganese,manganeses,NC-P-N-
21681,manganese,manganeses,GN-P3---
